Sr. No.,Work category,WORK,State,IDA,Hon'ble Members of Parliament,Constituency,Work description,Recommended date,RECOMMENDED AMOUNT   ( ₹ ),Sanction Date,work_id,work_type,recommended_amount,recommended_date,sanction_date,sanction_amount,Work Status,sanction_delay_days,is_sanctioned,baseline_median,baseline_std,baseline_level,cost_zscore,is_sanctioned_flag,amount_disbursed,is_completed,image_missing_flag,stuck_days,delay_feature,disbursement_gap_pct,vendor_total_works,vendor_data_available,vendor_concentration_score,total_disbursed_so_far,spent_pct_of_recommended,funds_exhausted_not_completed_flag,repetition_count,fraud_risk_score,inefficiency_score,fraud_risk_tier,inefficiency_tier,fraud_reason,inefficiency_reason,data_confidence,compliance_flags,compliance_flag_count,needs_fraud_review
10564,Normal/Others,WS/MP18082/2025-2026/154597-Purchase of hospital equipment,Karnataka,CHITRADURGA(DEPUTY COMMISSIONER CHITRADURGA_IDA),GOVIND MAKTHAPPA KARJOL,CHITRADURGA(SC),Providing 2 chambered  morturary Freezing Chamber equipment to District government Hospital,25-Nov-2024,500000,03-Sep-2025,WS/MP18082/2025-2026/154597,Purchase of hospital equipment,500000.0,2024-11-25,,,,,False,236003.0,269686.93811227113,category-only,0.9789016918946871,0,,False,0,636.0,636.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,6.3,24.9,Low,Low,No payment record yet — vendor pattern unverified,Stuck at sanctioning stage for 636 days since recommendation,33,,0,False
10565,Normal/Others,WS/MP18082/2025-2026/154598-Purchase of hospital equipment,Karnataka,CHITRADURGA(DEPUTY COMMISSIONER CHITRADURGA_IDA),GOVIND MAKTHAPPA KARJOL,CHITRADURGA(SC),Supply of 2 cabined Morturary Freezing Chamber to  District Government Hospital,25-Nov-2024,500000,03-Sep-2025,WS/MP18082/2025-2026/154598,Purchase of hospital equipment,500000.0,2024-11-25,,,,,False,236003.0,269686.93811227113,category-only,0.9789016918946871,0,,False,0,636.0,636.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,6.3,24.9,Low,Low,No payment record yet — vendor pattern unverified,Stuck at sanctioning stage for 636 days since recommendation,33,,0,False
10566,Normal/Others,"WS/MP856/2024-2025/154599-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),Rajnath Singh,LUCKNOW,Hardoi road neelkanth hospital se rastogi nagar mukhya marg tak CC dwara sadak evam nali nirman karya-Length-105 meter,25-Nov-2024,1248423,20-Jan-2025,WS/MP856/2024-2025/154599,"Construction of roads, link roads, pathways or any other road with or without drainage system",1248423.0,2024-11-25,,,,,False,896912.0,728307.1130346985,state+category,0.4826411739071578,0,1248423.0,True,0,0.0,0.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,3.0,30.9,Low,Low,No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,,0,False
10567,Normal/Others,"WS/MP18188/2024-2025/154600-Construction of roads, link roads, pathways or any other road with or without drainage system",Telangana,RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),KONDA VISHWESHWAR REDDY,CHELVELLA,Laying of CC Road from Syed Siddika House to Masjid at Malkapur Village of Chevella Mandal,25-Nov-2024,423672,12-Feb-2025,WS/MP18188/2024-2025/154600,"Construction of roads, link roads, pathways or any other road with or without drainage system",423672.0,2024-11-25,,,,,False,493330.5,286379.82801138854,state+category,-0.24323815152661477,0,423672.0,True,0,0.0,0.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,1.4,30.9,Low,Low,No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,,0,False
10568,Normal/Others,"WS/MP856/2024-2025/154601-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),Rajnath Singh,LUCKNOW,Raja bihar colony me surendra ke makan se sunil chaurasiya ke makan tak enterlocking sadak evm nali nirman (Length 25 meter) evm ekta nagar (Yasinganj) me guddue ke makan se rinku ke makan tak CC sadak evm nali nirman karya-Length-70 meter,25-Nov-2024,183000,20-Jan-2025,WS/MP856/2024-2025/154601,"Construction of roads, link roads, pathways or any other road with or without drainage system",183000.0,2024-11-25,,,,,False,896912.0,728307.1130346985,state+category,-0.9802348311899396,0,182845.0,True,0,0.0,0.0,0.08469945355191257,0.0,0,1.0986122886681098,,0.0,0,1,22.9,30.9,Low,Low,No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,,0,False
10569,Normal/Others,WS/MP18338/2024-2025/154602-Street lights,Telangana,YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA),CHAMALA KIRAN KUMAR REDDY,BHONGIR,PROVIDING OF STREET LIGHTS IN CHILLAPURAM VILLAGE,25-Nov-2024,100000,29-Jan-2025,WS/MP18338/2024-2025/154602,Street lights,100000.0,2024-11-25,,,,,False,99906.0,96468.78610029131,state+category,0.0009744084465028439,0,99906.0,True,1,0.0,0.0,0.094,0.0,0,1.0986122886681098,,0.0,0,1,36.0,30.9,Low,Low,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,No photo evidence on record for a completed work,1,True
10570,Normal/Others,"WS/MP856/2024-2025/154604-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),Rajnath Singh,LUCKNOW,Begariya Antargat Rajaram ke makan se deepak rajpoot ke makan hote hue dayaram ke makan tak interlocking sadak evm nali nirman-length 120 meter,25-Nov-2024,1048383,27-Jan-2025,WS/MP856/2024-2025/154604,"Construction of roads, link roads, pathways or any other road with or without drainage system",1048383.0,2024-11-25,,,,,False,896912.0,728307.1130346985,state+category,0.2079768236353659,0,1048383.0,True,0,0.0,0.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,1.7,30.9,Low,Low,No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,,0,False
10571,Normal/Others,"WS/MP856/2024-2025/154605-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),Rajnath Singh,LUCKNOW,Mohalla Krishnapuri me deepak verma ke ghar se rambabu yadav ke ghar tak CC sadak evm nali nirman karya-Length 80 meter,25-Nov-2024,871624,20-Jan-2025,WS/MP856/2024-2025/154605,"Construction of roads, link roads, pathways or any other road with or without drainage system",871624.0,2024-11-25,,,,,False,896912.0,728307.1130346985,state+category,-0.034721616125140346,0,871624.0,True,0,0.0,0.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,0.3,30.9,Low,Low,No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,,0,False
10572,Normal/Others,"WS/MP856/2024-2025/154606-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),Rajnath Singh,LUCKNOW,Narayaneshawar mandir se shailendra rathor ke makan tak CC sadak evm nali nirma-Length-50 meter evam Neeru jaiswal ke makan se ramvilas ke makan tak CC sadak evam nali nirman-Length 120 meter,25-Nov-2024,179981,20-Jan-2025,WS/MP856/2024-2025/154606,"Construction of roads, link roads, pathways or any other road with or without drainage system",179981.0,2024-11-25,,,,,False,896912.0,728307.1130346985,state+category,-0.984380060511428,0,179981.0,True,0,0.0,0.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,10.6,30.9,Low,Low,No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,,0,False
10573,Normal/Others,"WS/MP856/2024-2025/154609-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),Rajnath Singh,LUCKNOW,Barawal Kala mein Shanni Aata Chakki ke picche Interlocking Sadak avm Nali Nirman Karya.  Length-100 Meter,25-Nov-2024,961609,20-Jan-2025,WS/MP856/2024-2025/154609,"Construction of roads, link roads, pathways or any other road with or without drainage system",961609.0,2024-11-25,,,,,False,896912.0,728307.1130346985,state+category,0.08883203094148232,0,961609.0,True,0,0.0,0.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,0.5,30.9,Low,Low,No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,,0,False
10574,Normal/Others,"WS/MP856/2024-2025/154610-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),Rajnath Singh,LUCKNOW,Virayati Choraha se Sagar Clinic tak side patri Interlocking Karya.  Length-70 Meter.,25-Nov-2024,256430,20-Jan-2025,WS/MP856/2024-2025/154610,"Construction of roads, link roads, pathways or any other road with or without drainage system",256430.0,2024-11-25,,,,,False,896912.0,728307.1130346985,state+category,-0.8794119795579777,0,256430.0,True,0,0.0,0.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,8.4,30.9,Low,Low,No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,,0,False
10575,Normal/Others,"WS/MP18188/2024-2025/154611-Construction of roads, link roads, pathways or any other road with or without drainage system",Telangana,RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),KONDA VISHWESHWAR REDDY,CHELVELLA,Laying of CC Road from Ponamoni Pochaiah House to Sangamla Anjaneyulu House at Kummariguda Village of Shabad Mandal,25-Nov-2024,401207,12-Feb-2025,WS/MP18188/2024-2025/154611,"Construction of roads, link roads, pathways or any other road with or without drainage system",401207.0,2024-11-25,,,,,False,493330.5,286379.82801138854,state+category,-0.32168292243103275,0,401207.0,True,0,0.0,0.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,1.7,30.9,Low,Low,No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,,0,False
10576,Normal/Others,"WS/MP856/2024-2025/154612-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),Rajnath Singh,LUCKNOW,M.I.S. Choraha ke paas C-3959 se 4025 tak side patri Interlocking Karya.  Length 100 Meter,25-Nov-2024,1252559,20-Jan-2025,WS/MP856/2024-2025/154612,"Construction of roads, link roads, pathways or any other road with or without drainage system",1252559.0,2024-11-25,,,,,False,896912.0,728307.1130346985,state+category,0.4883200968861827,0,1252559.0,True,0,0.0,0.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,3.2,30.9,Low,Low,No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,,0,False
10577,Normal/Others,WS/MP799/2024-2025/154613-Improvement of electricity distribution infrastructure,Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Pankaj Chowdhary,MAHARAJGANJ_UP,"Village Madhubani me Uttima Devi Ramnayan Das Intermideat College tak Taar, Poll, and 25 KVA Transformer",26-Nov-2024,337732,07-Dec-2024,WS/MP799/2024-2025/154613,Improvement of electricity distribution infrastructure,337732.0,2024-11-26,,,,,False,305108.0,151449.0809015643,state+category,0.2154123340055412,0,,False,0,635.0,635.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,1.7,27.5,Low,Low,No payment record yet — vendor pattern unverified,Stuck at sanctioning stage for 635 days since recommendation,33,,0,False
10578,Normal/Others,"WS/MP856/2024-2025/154614-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),Rajnath Singh,LUCKNOW,E-Block main 5/1 se lekar satsang Bhawan tak CC Sadak avm Nali Nirman Karya. Length-130 Meter,25-Nov-2024,1637891,20-Jan-2025,WS/MP856/2024-2025/154614,"Construction of roads, link roads, pathways or any other road with or without drainage system",1637891.0,2024-11-25,,,,,False,896912.0,728307.1130346985,state+category,1.0173990981805745,0,1637891.0,True,0,0.0,0.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,6.7,30.9,Low,Low,No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,,0,False
10579,Normal/Others,"WS/MP18188/2024-2025/154615-Construction of roads, link roads, pathways or any other road with or without drainage system",Telangana,RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),KONDA VISHWESHWAR REDDY,CHELVELLA,"Laying of CC Road from OHSR to Ch.Yadaiah House at Nallacheruvu Thanda, H/o. Peddamma Thanda Village of Maheshwaram Mandal",25-Nov-2024,499806,12-Feb-2025,WS/MP18188/2024-2025/154615,"Construction of roads, link roads, pathways or any other road with or without drainage system",499806.0,2024-11-25,,,,,False,493330.5,286379.82801138854,state+category,0.022611578633054026,0,499806.0,True,0,0.0,0.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,0.0,30.9,Low,Low,No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,,0,False
10580,Normal/Others,"WS/MP856/2024-2025/154616-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),Rajnath Singh,LUCKNOW,Mardankhera mein Ramlekhan ke makan se Sanrise Public School tak avm Manok ke makan hote hue Sohan Lal Yadav ke ghar tak Sadak avm Nali Nirman Karya. Length 115 Meter.,25-Nov-2024,975581,20-Jan-2025,WS/MP856/2024-2025/154616,"Construction of roads, link roads, pathways or any other road with or without drainage system",975581.0,2024-11-25,,,,,False,896912.0,728307.1130346985,state+category,0.10801624560853629,0,,False,0,636.0,636.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,0.9,24.9,Low,Low,No payment record yet — vendor pattern unverified,Stuck at sanctioning stage for 636 days since recommendation,33,,0,False
10581,Normal/Others,WS/MP345/2025-2026/154617-Providing supply pipelines for drinking water,Kerala,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),Shri NK Premachandran,KOLLAM,"Extending drinking water pipeline and providing drinking water connection in Kailasom, Adichan Colony of Paravattom Ward in Punalur Municipality in Punalur Constituency (SC)",25-Nov-2024,659384,04-Apr-2025,WS/MP345/2025-2026/154617,Providing supply pipelines for drinking water,659384.0,2024-11-25,,,,,False,350000.0,2541435.328488526,category-only,0.12173593265660658,0,659384.0,True,0,0.0,0.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,1.1,30.9,Low,Low,No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,,0,False
10582,Normal/Others,"WS/MP856/2024-2025/154618-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),Rajnath Singh,LUCKNOW,Avon City (Pink city) main Sandeep Srivastav ke makan se Gokran Rawat ke makan tak Sadak avm Nali Niram karya. Length-105 Meter,25-Nov-2024,1274365,20-Jan-2025,WS/MP856/2024-2025/154618,"Construction of roads, link roads, pathways or any other road with or without drainage system",1274365.0,2024-11-25,,,,,False,896912.0,728307.1130346985,state+category,0.5182607628631208,0,1274365.0,True,0,0.0,0.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,3.2,30.9,Low,Low,No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,,0,False
10583,Normal/Others,"WS/MP18188/2025-2026/154619-Construction of roads, link roads, pathways or any other road with or without drainage system",Telangana,RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),KONDA VISHWESHWAR REDDY,CHELVELLA,Laying of CC Road from Nakka Raghavendar House to Madramoni Mallesh House at Pedda Golconda Village in Shamshabad Mandal,25-Nov-2024,500000,25-Apr-2025,WS/MP18188/2025-2026/154619,"Construction of roads, link roads, pathways or any other road with or without drainage system",500000.0,2024-11-25,,,,,False,493330.5,286379.82801138854,state+category,0.02328900064754132,0,,False,0,636.0,636.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,0.0,24.9,Low,Low,No payment record yet — vendor pattern unverified,Stuck at sanctioning stage for 636 days since recommendation,33,,0,False
10584,Normal/Others,WS/MP18101/2024-2025/154629-Construction of boundary walls of existing public and community buildings,Madhya Pradesh,DAMOH(DISTRICT COLLECTOR DAMOH_IDA),RAHUL SINGH LODHI,DAMOH,chandi ji ward hatta me samudayak bhavn nirman kary,25-Nov-2024,1500000,18-Dec-2024,WS/MP18101/2024-2025/154629,Construction of boundary walls of existing public and community buildings,1500000.0,2024-11-25,,,,,False,1000000.0,567450.4383644443,state+category,0.8811342210628017,0,,False,0,636.0,636.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,5.8,24.9,Low,Low,No payment record yet — vendor pattern unverified,Stuck at sanctioning stage for 636 days since recommendation,33,,0,False
10585,Normal/Others,"WS/MP18188/2025-2026/154630-Construction of roads, link roads, pathways or any other road with or without drainage system",Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),KONDA VISHWESHWAR REDDY,CHELVELLA,Laying of CC Road from Venu Pantulu House to Vadla Brahmaiah House at Nawabpet Village and Mandal,25-Nov-2024,500000,13-Jun-2025,WS/MP18188/2025-2026/154630,"Construction of roads, link roads, pathways or any other road with or without drainage system",500000.0,2024-11-25,,,,,False,493330.5,286379.82801138854,state+category,0.02328900064754132,0,,False,0,636.0,636.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,0.0,24.9,Low,Low,No payment record yet — vendor pattern unverified,Stuck at sanctioning stage for 636 days since recommendation,33,,0,False
10586,Normal/Others,WS/MP799/2024-2025/154632-Construction of culverts and bridges,Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Pankaj Chowdhary,MAHARAJGANJ_UP,Village Gerahva me Virendra Gupta ke Khet ke pass 1X4 meter span ki Rcc Puliya ka nirman,26-Nov-2024,2319998,11-Dec-2024,WS/MP799/2024-2025/154632,Construction of culverts and bridges,2319998.0,2024-11-26,,,,,False,1308738.0,575549.1788075108,state+category,1.7570349107182208,0,2319998.0,True,0,0.0,0.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,12.2,30.9,Low,Low,No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,,0,False
10587,Normal/Others,"WS/MP799/2024-2025/154633-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Pankaj Chowdhary,MAHARAJGANJ_UP,Village Chakdah Tola Belbhar me sohrat ke ghar se roshan ke ghar tak 200 meter CC Road,26-Nov-2024,2306546,11-Dec-2024,WS/MP799/2024-2025/154633,"Construction of roads, link roads, pathways or any other road with or without drainage system",2306546.0,2024-11-26,,,,,False,896912.0,728307.1130346985,state+category,1.9354939348681621,0,2306546.0,True,0,0.0,0.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,14.0,30.9,Low,Low,No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,,0,False
